article_id,detail_desc,hn_article_id,hn_detail_desc,category_name,positive_cat_value,hnegative_cat_value,enhanced_query
697813028,"T-shirt in soft, printed cotton jersey with a ribbed neckline.",616975001.0,Hat in a soft rib knit containing glittery threads with a decorative bow on the front.,department_name,Kids Boy Jersey Fancy,Kids Girl Big Acc,"T-shirt in soft, printed cotton jersey with a ribbed neckline.. It has to be Kids Boy Jersey Fancy and not Kids Girl Big Acc."
697907001,"Shorts in a textured-weave cotton blend containing some linen with an elasticated drawstring waist, fake fly and leg pockets.",768360001.0,"Padded ski jacket in windproof, water-repellent breathable functional fabric. Detachable, lined hood with an adjustable hook and loop tab at the back, and a zip down the front. Flap front pockets with a press-stud, a zipped inner pocket and zipped lift pass pocket on one sleeve. Long raglan sleeves with a hook and loop tab at the cuffs and jersey inner ribbing with thumbholes. Snow flap with press-studs and reinforced elastication at the waist. Lined. The jacket has a water-repellent coating without fluorocarbons.",department_name,Baby Boy Woven,Young Boy Outdoor,"Shorts in a textured-weave cotton blend containing some linen with an elasticated drawstring waist, fake fly and leg pockets.. It has to be Baby Boy Woven and not Young Boy Outdoor."
697935003,"Shorts in cotton twill with an elasticated drawstring waist, side pockets and an open back pocket.",464297034.0,"Thong briefs in cotton jersey with a wide lace trim at the top. Low waist, lined gusset, narrow sides and a string back.",department_name,Kids Boy Shorts,Casual Lingerie,"Shorts in cotton twill with an elasticated drawstring waist, side pockets and an open back pocket.. It has to be Kids Boy Shorts and not Casual Lingerie."
698000002,Leggings in sturdy cotton jersey with an elasticated waist and a motif. Soft brushed inside.,,,department_name,Baby Girl Jersey Fancy,Woven inactive from s1,
698276003,"Fully lined swimsuit with a deep V-neck with ties at the front, and a square neckline at the back. Padded cups with removable inserts that shape the bust and provide good support. Flounces around the neckline front and back, and a seam at the waist.",742204004.0,"Shirt in a soft weave with a grandad collar, decorative chest pocket with a button and long sleeves with a tab and button and buttoned cuffs. Gently rounded hem.",department_name,Swimwear,Kids Boy Shirt,"Fully lined swimsuit with a deep V-neck with ties at the front, and a square neckline at the back. Padded cups with removable inserts that shape the bust and provide good support. Flounces around the neckline front and back, and a seam at the waist.. It has to be Swimwear and not Kids Boy Shirt."
698302002,Long-sleeved top in sweatshirt fabric with a lined drawstring hood and ribbing at the cuffs and hem. Soft brushed inside.,,,department_name,Tops Fancy Jersey,Kids Girl Outdoor,
698328012,"Top in lightweight sweatshirt fabric with dropped shoulders, and ribbing around the neckline, cuffs and hem.",,,department_name,Tops Fancy Jersey,Kids Boy Denim,
698387016,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape.",,,department_name,OL Extended Sizes,Kids Girl Denim,
698413003,Soft cotton jersey leggings in different designs with an elasticated waist.,567114005.0,"5-pocket trousers in stretch twill with a washed look, hard-worn details, a zip fly and button and tapered legs.",department_name,Baby Girl Jersey Fancy,Young Girl Trouser,Soft cotton jersey leggings in different designs with an elasticated waist.. It has to be Baby Girl Jersey Fancy and not Young Girl Trouser.
698426002,"Shorts in a cotton weave with an adjustable, elasticated waist, fly with a press-stud, side pockets and fake welt back pockets.",571202001.0,"Ankle boots in imitation leather with round metal studs and a slightly higher shaft with a zip in one side. Fabric linings, imitation leather insoles and rubber soles. Covered block heels 5.5 cm.",department_name,Kids Girl Trouser,Boots,"Shorts in a cotton weave with an adjustable, elasticated waist, fly with a press-stud, side pockets and fake welt back pockets.. It has to be Kids Girl Trouser and not Boots."
698434001,"Top in lightweight sweatshirt fabric with an opening at the back with a sewn-in tie detail, low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.",758261002.0,"Top in soft sweatshirt fabric with a print motif and reversible sequins. Slightly wider neckline, long raglan sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside.",department_name,Tops Fancy Jersey,Young Girl Jersey Fancy,"Top in lightweight sweatshirt fabric with an opening at the back with a sewn-in tie detail, low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.. It has to be Tops Fancy Jersey and not Young Girl Jersey Fancy."
698480005,"Sunglasses with plastic frames and tinted, UV-protective lenses.",770221001.0,"Boots in waterproof imitation leather with an ankle-height shaft, padded edge and hook and loop fastening at the front, Pile linings and insoles and chunky, patterned soles.",department_name,Baby Toys/Acc,Baby Shoes,"Sunglasses with plastic frames and tinted, UV-protective lenses.. It has to be Baby Toys/Acc and not Baby Shoes."
698655004,"Shorts in soft, patterned jersey made from a cotton blend with an elasticated drawstring waist and side pockets.",,,department_name,Baby Boy Jersey Fancy,Young Boy Big Acc,
698756002,"Short-sleeved leotard in soft jersey with a tulle skirt and sleeves, and press-studs at the crotch.",787654001.0,Short-sleeved nightdress in printed jersey made from a cotton blend with a round neckline and rounded hem. Slightly longer at the back.,department_name,Baby Toys/Acc,UW,"Short-sleeved leotard in soft jersey with a tulle skirt and sleeves, and press-studs at the crotch.. It has to be Baby Toys/Acc and not UW."
698809001,"Mesh trainers with imitation leather details, glittery sections, lacing at the front and a loop at the back. Mesh linings and insoles and ethylene-vinyl acetate (EVA) and rubber soles.",732902001.0,"Fancy dress costume in soft velour with a hood with embroidered appliqués. Zip down the front, front pockets, a detachable tail at the back and ribbing at the cuffs and hems.",department_name,Young Girl Shoes,Kids Dress-up/Football,"Mesh trainers with imitation leather details, glittery sections, lacing at the front and a loop at the back. Mesh linings and insoles and ethylene-vinyl acetate (EVA) and rubber soles.. It has to be Young Girl Shoes and not Kids Dress-up/Football."
698834001,Handkerchief in patterned mulberry silk. Size 33x33 cm.,,,department_name,Small Accessories,Men Sport Woven,
698943001,Fitted top in ribbed cotton jersey with long raglan sleeves in a contrasting colour and a straight-cut hem.,681176023.0,"Short, fitted dress in soft jersey with short sleeves.",department_name,Basic 1,Dresses,Fitted top in ribbed cotton jersey with long raglan sleeves in a contrasting colour and a straight-cut hem.. It has to be Basic 1 and not Dresses.
699077006,Fully lined bikini bottoms with a mid waist and ties at the sides.,717538003.0,"Fully lined bandeau bikini top with wide smocking front and back, a frill trim top and bottom and tie-top shoulder straps.",department_name,Swimwear,Swimwear,Fully lined bikini bottoms with a mid waist and ties at the sides.. It has to be Swimwear and not Swimwear.
699142002,"Biker jacket in imitation suede with a diagonal zip down the front and notch lapels with decorative buttons. Quilted sections at the sides and cuffs, and zipped side pockets. Lined.",571982019.0,5-pocket trousers in cotton twill with an adjustable elasticated waist and zip fly with a button (press-stud for sizes 2-8Y). Regular fit.,department_name,Young Girl Outdoor,Kids Boy Trouser,"Biker jacket in imitation suede with a diagonal zip down the front and notch lapels with decorative buttons. Quilted sections at the sides and cuffs, and zipped side pockets. Lined.. It has to be Young Girl Outdoor and not Kids Boy Trouser."
699209001,"High-waisted paper bag trousers in woven fabric with a zip fly and concealed button, and a detachable fabric belt with a covered metal buckle. Pockets in the side seams, fake welt back pockets and wide, straight legs with creases.",,,department_name,Trousers & Skirt,Young Boy Jersey Basic,
699269002,"Trousers in a jacquard-weave moire silk blend with a concealed hook-and-eye fastener and zip fly. Diagonal side pockets, a welt back pocket and straight, wide legs.",554011005.0,Short swim shorts with an elasticated drawstring waist. Soft mesh inner shorts.,department_name,Take Care External,Kids Boy Swimwear,"Trousers in a jacquard-weave moire silk blend with a concealed hook-and-eye fastener and zip fly. Diagonal side pockets, a welt back pocket and straight, wide legs.. It has to be Take Care External and not Kids Boy Swimwear."
699273001,"Sleeveless, calf-length dress in a textured viscose weave with padded shoulders. Decorative, gathered seam and a slit at the front, and a long, concealed zip at the back with a hook-and-eye fastening at the back of the neck. Lined.",,,department_name,Take Care External,Young Girl Denim,
699360001,"Shorts in a cotton weave with an adjustable, elasticated waist and tie belt. Fly with a press-stud, side pockets and fake welt back pockets.",,,department_name,Kids Girl Trouser,Read & React,
699360004,"Shorts in a cotton weave with an adjustable, elasticated waist and tie belt. Fly with a press-stud, side pockets and fake welt back pockets.",648796003.0,"Padded jacket in woven fabric with a stand-up collar, zip and wind flap with press-studs down the front and side pockets with a press-stud. Lined.",department_name,Kids Girl Trouser,Young Girl Outdoor,"Shorts in a cotton weave with an adjustable, elasticated waist and tie belt. Fly with a press-stud, side pockets and fake welt back pockets.. It has to be Kids Girl Trouser and not Young Girl Outdoor."
699361012,"Thong briefs in microfibre with a wide lace trim at the top. Low waist, lined gusset and a string back.",837005001.0,Top in soft jersey crêpe with a slightly wider neckline and short sleeves with pleats and ribbing at the cuffs.,department_name,Clean Lingerie,Jersey,"Thong briefs in microfibre with a wide lace trim at the top. Low waist, lined gusset and a string back.. It has to be Clean Lingerie and not Jersey."
699598004,"Balconette bra in microfibre and lace with underwired, padded cups that lift and shape. Narrow, detachable shoulder straps that can be fastened in several different ways and a hook-and-eye fastening at the back.",826535001.0,"Sleeveless romper suit in soft, patterned cotton jersey with narrow shoulder straps and frill-trimmed elastication at the top, both front and back.",department_name,Clean Lingerie,Baby Girl Jersey Fancy,"Balconette bra in microfibre and lace with underwired, padded cups that lift and shape. Narrow, detachable shoulder straps that can be fastened in several different ways and a hook-and-eye fastening at the back.. It has to be Clean Lingerie and not Baby Girl Jersey Fancy."
699731009,Long-sleeved top in organic cotton jersey with a ribbed neckline.,716736002.0,"Baby Exclusive. Short-sleeved bodysuits in soft organic cotton jersey, one ribbed and one patterned. Press-stud on one shoulder and at the crotch.",department_name,Kids Boy Jersey Basic,Baby Exclusive,Long-sleeved top in organic cotton jersey with a ribbed neckline.. It has to be Kids Boy Jersey Basic and not Baby Exclusive.
699755046,"Top in printed sweatshirt fabric with a jersey-lined, drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",746066001.0,"Jumpsuit in a viscose weave with a flounce at the top, narrow adjustable shoulder straps and a seam with narrow elastication and a decorative bow at the waist. Side pockets and tapered legs with gathered hems. Unlined.",department_name,Jersey Fancy,Young Girl Dresses,"Top in printed sweatshirt fabric with a jersey-lined, drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.. It has to be Jersey Fancy and not Young Girl Dresses."
699755058,"Top in printed sweatshirt fabric with a jersey-lined, drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",793878004.0,"Wide blouse in soft jersey made from a modal and cotton blend with a wide, elasticated neckline and opening with ties at the back of the neck. Long raglan sleeves with elastication at the cuffs.",department_name,Jersey Fancy,Jersey,"Top in printed sweatshirt fabric with a jersey-lined, drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.. It has to be Jersey Fancy and not Jersey."
699755087,"Top in printed sweatshirt fabric with a jersey-lined, drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",779138001.0,"Cropped top in jersey crêpe with a V-neck, buttons down the front and a tie at the hem. Narrow, adjustable shoulder straps and long sleeves with elasticated cuffs.",department_name,Jersey Fancy,Tops Fancy Jersey,"Top in printed sweatshirt fabric with a jersey-lined, drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.. It has to be Jersey Fancy and not Tops Fancy Jersey."
699867001,"Fully lined bikini bottoms with a mid waist, wide foldover edge at the top, wide sides and medium coverage at the back.",843397006.0,"Shoulder bag in imitation leather with a narrow, adjustable shoulder strap, one inner compartment and a flap with rounded edges and metal fastener at the front. Lined. Depth approx. 6 cm, height 12 cm, width 19.5 cm.",department_name,Swimwear,Bags,"Fully lined bikini bottoms with a mid waist, wide foldover edge at the top, wide sides and medium coverage at the back.. It has to be Swimwear and not Bags."
699923027,"T-shirt in soft, printed cotton jersey.",512317002.0,"Hooded, oversized top in sweatshirt fabric with a double-layered hood with a wrapover front. Short, frayed, cut-off sleeves, a kangaroo pocket and ribbing at the hem.",department_name,Jersey Fancy,Jersey inactive from s1,"T-shirt in soft, printed cotton jersey.. It has to be Jersey Fancy and not Jersey inactive from s1."
699923097,"T-shirt in soft, printed cotton jersey.",694119007.0,"Jacket in a nylon blend with a lined drawstring hood, zip down the front and ventilation holes under the arms. Zipped side pockets, a tab and hook and loop fastening at the cuffs and a drawstring at the hem. Lined.",department_name,Jersey Fancy,Jacket Smart,"T-shirt in soft, printed cotton jersey.. It has to be Jersey Fancy and not Jacket Smart."
699923108,"T-shirt in soft, printed cotton jersey.",634013002.0,"Oxford cotton shirt with a button-down collar, classic front and open chest pocket. Long sleeves with adjustable buttoning at the cuffs, a yoke with a pleat and hanger at the back and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette.",department_name,Jersey Fancy,Shirt,"T-shirt in soft, printed cotton jersey.. It has to be Jersey Fancy and not Shirt."
699930012,"Sleeveless dress in slub cotton jersey with a small opening and button at the back of the neck, frills at the top, a seam and a flared skirt.",,,department_name,Baby Girl Jersey Fancy,EQ & Special Collections,
699934001,"Jumper in a soft knit containing some wool with an intarsia motif and appliqués with plastic beads and pompoms on the front. Dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.",572127021.0,"Loose-fit, cotton poplin shirt with a collar, dropped shoulders, buttons down the front, buttoned cuffs and a rounded hem with slits in the sides.",department_name,Campaigns,Blouse,"Jumper in a soft knit containing some wool with an intarsia motif and appliqués with plastic beads and pompoms on the front. Dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.. It has to be Campaigns and not Blouse."
699985001,"Spacious fabric backpack with a handle at the top and padded, adjustable shoulder straps. Drawstring closure and a flap with adjustable tabs and plastic fasteners. Two side compartments with a flap and concealed press-stud, a zipped inner compartment and a padded back plate. Lined. Size 34x44 cm.",,,department_name,Bags & Items,OL Extended Sizes,
700079002,"Top in a crinkled viscose weave with narrow shoulder straps and gathers at the top, both front and back.",264713028.0,"Loafers in imitation suede with moccasin seams, decorative laces, fabric linings and insoles and rubber soles.",department_name,Blouse,Shoes / Boots inactive from s5,"Top in a crinkled viscose weave with narrow shoulder straps and gathers at the top, both front and back.. It has to be Blouse and not Shoes / Boots inactive from s5."
700092002,"Short jumper in a soft, loose knit with a knot detail at the front, dropped shoulders, long sleeves and ribbing around the neckline and cuffs.",714730007.0,"Chiffon playsuit with a V-neck, wrapover front with a concealed press-stud and an opening with a button at the back of the neck. Elasticated seam at the waist and long sleeves with flared flounces at the cuffs.",department_name,Tops Knitwear,Dresses,"Short jumper in a soft, loose knit with a knot detail at the front, dropped shoulders, long sleeves and ribbing around the neckline and cuffs.. It has to be Tops Knitwear and not Dresses."
700135003,Knee-length sports shorts in fast-drying mesh with an elasticated drawstring waist. Unlined.,791927001.0,"Fitted, knee-length dress in ribbed jersey with narrow, adjustable shoulder straps, decorative gathers at the top and an open back with lacing.",department_name,Bottoms Boys,Jersey,Knee-length sports shorts in fast-drying mesh with an elasticated drawstring waist. Unlined.. It has to be Bottoms Boys and not Jersey.
700149003,Set with a short-sleeved football top and football shorts in fast-drying functional fabric. Top with a print motif front and back. Shorts with an elasticated drawstring waist and print motifs on the legs.,839899002.0,"Short, flared skirt in sturdy jersey with a high waist and concealed zip at the back. Double-layered waistband and a seam with a flounce at the hem. Unlined.",department_name,Kids Dress-up/Football,Jersey,Set with a short-sleeved football top and football shorts in fast-drying functional fabric. Top with a print motif front and back. Shorts with an elasticated drawstring waist and print motifs on the legs.. It has to be Kids Dress-up/Football and not Jersey.
700153003,"5-pocket shorts in washed, stretch cotton twill with an adjustable, elasticated waist and zip fly and press-stud (sizes 7-10Y with a normal button).",,,department_name,Kids Boy Shorts,Kids Boy Shirt,
700154001,Short-sleeved shirt with a bow tie and waistcoat in a cotton weave. Shirt with a collar and buttons down the front and at the sleeve hems. Bow tie with an adjustable elastic strap and plastic fastener at the back. Waistcoat with buttons down the front and fake front pockets. Lined.,203027047.0,Short-sleeved top in jersey with sewn-in turn-ups on the sleeves.,department_name,Kids Boy Shirt,Basic 1,Short-sleeved shirt with a bow tie and waistcoat in a cotton weave. Shirt with a collar and buttons down the front and at the sleeve hems. Bow tie with an adjustable elastic strap and plastic fastener at the back. Waistcoat with buttons down the front and fake front pockets. Lined.. It has to be Kids Boy Shirt and not Basic 1.
700345001,"Push-up body in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps that meet at the back, decorative lace straps at the back and an opening with a hook-and-eye fastening at the back. Lined gusset with concealed press-studs.",713378001.0,"Oversized jumper in a jacquard knit containing some wool with ribbing around the neckline, cuffs and hem.",department_name,Expressive Lingerie,Knitwear,"Push-up body in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps that meet at the back, decorative lace straps at the back and an opening with a hook-and-eye fastening at the back. Lined gusset with concealed press-studs.. It has to be Expressive Lingerie and not Knitwear."
700370002,"Lace balconette bra with moulded, lightly padded cups that lift and shape. Detachable, adjustable shoulder straps and a hook-and-eye fastening at the back.",696176002.0,Joggers in sweatshirt fabric made from a cotton blend with an elasticated drawstring waist and ribbed hems. Soft brushed inside.,department_name,Expressive Lingerie,Baby Boy Jersey Fancy,"Lace balconette bra with moulded, lightly padded cups that lift and shape. Detachable, adjustable shoulder straps and a hook-and-eye fastening at the back.. It has to be Expressive Lingerie and not Baby Boy Jersey Fancy."
700515001,"Oversized jacket in woven fabric with narrow notch lapels, buttons at the front, a chest pocket and welt front pockets with a flap. Long sleeves with buttons at the cuffs, and a single back vent. Lined.",733011002.0,Pyjamas in soft cotton jersey. Short-sleeved top with a print motif. Shorts with an elasticated waist.,department_name,Outwear,Young Girl UW/NW,"Oversized jacket in woven fabric with narrow notch lapels, buttons at the front, a chest pocket and welt front pockets with a flap. Long sleeves with buttons at the cuffs, and a single back vent. Lined.. It has to be Outwear and not Young Girl UW/NW."
700688006,"Brazilian briefs in cotton with a mid, V-shaped waist, lined gusset and half-string back.",761340001.0,Cropped top in smocked cotton jersey with elastication at the top and overlocked edges at the top and bottom.,department_name,Expressive Lingerie,Tops Fancy Jersey,"Brazilian briefs in cotton with a mid, V-shaped waist, lined gusset and half-string back.. It has to be Expressive Lingerie and not Tops Fancy Jersey."
700722006,Short dress in woven fabric with a round neckline with pleats  and an opening with a concealed button at the back of the neck. Long sleeves and a straight-cut hem. Unlined.,604786001.0,"Short jersey skirt with decorative metal studs on the front, an elasticated waist and concealed zip at the back. Unlined.",department_name,Dress,Skirts,Short dress in woven fabric with a round neckline with pleats  and an opening with a concealed button at the back of the neck. Long sleeves and a straight-cut hem. Unlined.. It has to be Dress and not Skirts.
700771002,Leggings in sturdy jersey with an elasticated waist and contrasting colour stripes down the sides of the legs.,,,department_name,Divided+,Dresses DS,
700787001,"Thong briefs in microfibre and lace with a low waist, lined gusset, wide sides and string back.",651291004.0,"Short jacket in woven fabric with a jersey-lined drawstring hood and zip with a wind flap and press-studs down the front. Raglan sleeves with elasticated cuffs, side pockets with a press-stud, and a drawstring hem. Jersey lining.",department_name,Expressive Lingerie,Divided+,"Thong briefs in microfibre and lace with a low waist, lined gusset, wide sides and string back.. It has to be Expressive Lingerie and not Divided+."
700906011,T-shirt in soft jersey with an interactive motif on the front.,653664008.0,Fully lined bikini top with wide shoulder straps and a wide elasticated hem. No fasteners.,department_name,Kids Boy Jersey Fancy,Swimwear,T-shirt in soft jersey with an interactive motif on the front.. It has to be Kids Boy Jersey Fancy and not Swimwear.
700911001,"Trainers with pompoms at the front, a lightly padded top edge, hook and loop tabs at the front and a loop at the back. Mesh linings and insoles and rubber soles.",,,department_name,Baby Shoes,Young Girl Dresses,
700950001,"Long-sleeved top in sweatshirt fabric with a stand-up collar, zip at the top and ribbing at the cuffs and hem. Soft brushed inside.",,,department_name,Tops Fancy Jersey,Young Boy Shirt,
700972001,"Sandals with a hook and loop fastening. Imitation suede linings and insoles, and cork and thermoplastic rubber (TPR) soles.",570974001.0,"Oversized jacket in sweatshirt fabric with a zip down the front, side pockets, raw edges and ribbing at the cuffs and hem. Dropped shoulders, long raglan sleeves and a double-layered drawstring hood.",department_name,Baby Shoes,Jersey inactive from s1,"Sandals with a hook and loop fastening. Imitation suede linings and insoles, and cork and thermoplastic rubber (TPR) soles.. It has to be Baby Shoes and not Jersey inactive from s1."
700972004,"Sandals with a hook and loop fastening. Imitation suede linings and insoles, and cork and thermoplastic rubber (TPR) soles.",671519016.0,"Tops in soft jersey with narrow shoulder straps, a picot trim at the top and decorative bow at the front.",department_name,Baby Shoes,Kids Girl UW/NW,"Sandals with a hook and loop fastening. Imitation suede linings and insoles, and cork and thermoplastic rubber (TPR) soles.. It has to be Baby Shoes and not Kids Girl UW/NW."
700984001,,671556001.0,"Slingbacks in imitation suede with cut-out sections, pointed toes and an elasticated strap around the heel. Imitation leather linings and insoles and rubber soles. Covered heels 7.5 cm.",department_name,Woven inactive from s1,Heels,nan. It has to be Woven inactive from s1 and not Heels.
701016009,Cotton jersey T-shirt.,,,department_name,Tops Fancy Jersey,Small Accessories,
701274001,"Blouse in woven fabric with a V-shaped opening at the front and a small frilled collar with ties. Buttons down the front, an elasticated seam at the waist and long sleeves with a button and frill trim at the cuffs. Unlined.",453831022.0,"Trainers with lacing at the front, mesh linings and insoles and rubber soles.",department_name,Tops Woven,Divided Shoes,"Blouse in woven fabric with a V-shaped opening at the front and a small frilled collar with ties. Buttons down the front, an elasticated seam at the waist and long sleeves with a button and frill trim at the cuffs. Unlined.. It has to be Tops Woven and not Divided Shoes."
701283003,"Jumper in a slub cotton knit with a round neck, long sleeves and visible seams at the back.",841260011.0,"T-shirt in soft jersey with a round neckline with a narrow, ribbed trim.",department_name,Knitwear inactive from s1,Jersey fancy,"Jumper in a slub cotton knit with a round neck, long sleeves and visible seams at the back.. It has to be Knitwear inactive from s1 and not Jersey fancy."
701398002,Short-sleeved bolero in faux fur with a faceted button at the front. Satin lining.,,,department_name,Kids Girl Dresses,Woven top,
701488002,"Knee-length dress in a patterned viscose crêpe weave with a small stand-up collar, covered buttons at the top and a yoke. Long sleeves with covered elastication at the cuffs, a drawstring with tassels at the waist, and a seam with a flounce at the hem. Unlined.",652307005.0,"Fancy dress costume in soft velour with a sheen. Hood with embroidered details, appliqués and faux fur sections, a zip down the front and ribbing at the cuffs and hems.",department_name,Dress,Kids Dress-up/Football,"Knee-length dress in a patterned viscose crêpe weave with a small stand-up collar, covered buttons at the top and a yoke. Long sleeves with covered elastication at the cuffs, a drawstring with tassels at the waist, and a seam with a flounce at the hem. Unlined.. It has to be Dress and not Kids Dress-up/Football."
701757001,"Leggings in soft, denim-look jersey made from an organic cotton blend with wide foldover ribbing at the waist.",712846004.0,"Ankle-length dress in a soft weave with a V-neck, concealed buttons down the front and a detachable tie belt. Short, wide sleeves with sewn-in turn-ups and pleats at the front for extra width. Unlined.",department_name,Newborn,Dress,"Leggings in soft, denim-look jersey made from an organic cotton blend with wide foldover ribbing at the waist.. It has to be Newborn and not Dress."
701784004,"Short-sleeved, wrapover bodysuits in soft, organic cotton jersey with press-studs down one side and at the crotch.",673396009.0,Belt in grained imitation leather with a metal buckle. Width approx. 2.2 cm.,department_name,Newborn,Belts,"Short-sleeved, wrapover bodysuits in soft, organic cotton jersey with press-studs down one side and at the crotch.. It has to be Newborn and not Belts."
701946001,Metal earrings in various sizes and designs.,673396009.0,Belt in grained imitation leather with a metal buckle. Width approx. 2.2 cm.,department_name,Jewellery,Belts,Metal earrings in various sizes and designs.. It has to be Jewellery and not Belts.
701963005,"Hipster briefs in lace with a low waist, lined gusset, wide sides and cutaway coverage at the back.",488016016.0,Fine-knit socks in a soft cotton blend with elasticated tops.,department_name,Expressive Lingerie,Young Boy Socks,"Hipster briefs in lace with a low waist, lined gusset, wide sides and cutaway coverage at the back.. It has to be Expressive Lingerie and not Young Boy Socks."
701972006,"Shorts in woven fabric with an adjustable elasticated waist and decorative drawstring. Zip fly and button, diagonal side pockets and welt back pockets.",,,department_name,Kids Boy Shorts,Young Boy Big Acc,
701998001,"Short, padded parka woven in a cotton blend with a faux fur-trimmed hood, tab with press-studs at the top and a zip with a button band down the front. Zipped pocket at the top, front pockets with a fake flap, a flap sleeve pocket with a press-stud, and inner ribbing at the cuffs. Quilted lining.",849265001.0,"Top in jersey with broderie anglaise. Short puff sleeves with elasticated flounced trims, and a flounce at the hem.",department_name,Outwear,Projects Jersey & Knitwear,"Short, padded parka woven in a cotton blend with a faux fur-trimmed hood, tab with press-studs at the top and a zip with a button band down the front. Zipped pocket at the top, front pockets with a fake flap, a flap sleeve pocket with a press-stud, and inner ribbing at the cuffs. Quilted lining.. It has to be Outwear and not Projects Jersey & Knitwear."
702014001,"Long-sleeved blouse in silk crêpe with a small stand-up collar and buttons down the front. Wide cuffs with a slit and button, and a rounded hem.",,,department_name,Woven Premium,Jersey Fancy,
702369001,"Faux fur tube. Width 17 cm, circumference 73 cm.",584298017.0,"Shirt in organic Oxford cotton with a button-down collar, classic front, open chest pocket and yoke with a hanger at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette.",department_name,Knit & Woven,Shirt,"Faux fur tube. Width 17 cm, circumference 73 cm.. It has to be Knit & Woven and not Shirt."
702389001,"Short, V-neck dress in a soft, fine knit containing some wool with long sleeves, an elasticated seam with a drawstring under the bust, and ribbing at the cuffs and hem.",695292002.0,Sports tights in fast-drying functional fabric with a waistband.,department_name,Knitwear,Bottoms Girls,"Short, V-neck dress in a soft, fine knit containing some wool with long sleeves, an elasticated seam with a drawstring under the bust, and ribbing at the cuffs and hem.. It has to be Knitwear and not Bottoms Girls."
702759001,"Long, oversized cardigan in lightweight sweatshirt fabric with a jersey-lined drawstring hood, dropped shoulders, a zip down the front, flap front pockets with no fasteners, and a drawstring at the hem.",749487001.0,"Long-sleeved dress in soft cotton jersey with a double-layered skirt in glittery tulle. Picot trim around the neckline, a concealed press-stud on one shoulder and a decorative bow at the waist.",department_name,Jersey inactive from s1,Baby Girl Jersey Fancy,"Long, oversized cardigan in lightweight sweatshirt fabric with a jersey-lined drawstring hood, dropped shoulders, a zip down the front, flap front pockets with no fasteners, and a drawstring at the hem.. It has to be Jersey inactive from s1 and not Baby Girl Jersey Fancy."
702802003,"Soft, non-wired bra in lace and mesh with lined cups with removable inserts for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps, a lace racer back and front fastening.",727062001.0,"Imitation leather sandals with trainer soles, crossover straps at the front and an adjustable hook and loop tab at the heels. Imitation leather linings and insoles and thermoplastic rubber (TPR) soles.",department_name,Expressive Lingerie,Sneakers,"Soft, non-wired bra in lace and mesh with lined cups with removable inserts for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps, a lace racer back and front fastening.. It has to be Expressive Lingerie and not Sneakers."
702932036,Round-necked T-shirt in premium cotton jersey.,707353001.0,"Jumper in a soft, fine knit with a V-neck, sewn-in wrapover at the front and long sleeves.",department_name,Knitwear,Jersey,Round-necked T-shirt in premium cotton jersey.. It has to be Knitwear and not Jersey.
703206001,Faux fur gilet with side pockets and hook-and-eye fasteners at the front. Lined.,693675001.0,"Shirt in a cotton weave with a collar, buttons down the front, an open chest pocket and long sleeves with buttoned cuffs. Tie/bow tie with an adjustable elastic strap and fastener at the back.",department_name,Outwear,Kids Boy Shirt,Faux fur gilet with side pockets and hook-and-eye fasteners at the front. Lined.. It has to be Outwear and not Kids Boy Shirt.
